Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Month,Year,Day,Season,Date
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,40,166,265.6,Outlet,6640,3,2020,12,Q1,3/12/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,62,165,409.2,Online,10230,2,2020,2,Q1,2/2/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,62,165,613.8,Online,10230,2,2020,3,Q1,2/3/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,389.4,Online,9735,2,2020,26,Q1,2/26/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,37,165,305.25,Online,6105,3,2020,27,Q1,3/27/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,55,165,363,Online,9075,6,2020,19,Q2,6/19/2020
West Gear,West,California,San Francisco,Men's Apparel,42,165,415.8,Outlet,6930,11,2020,11,Q4,11/11/2020
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,36,163,352.08,Online,5868,8,2020,9,Q3,8/9/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,72,163,469.44,Online,11736,6,2020,27,Q2,6/27/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,73,163,356.97,Online,11899,7,2020,9,Q3,7/9/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,61,162,296.46,Online,9882,2,2020,20,Q1,2/20/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,59,162,477.9,Online,9558,5,2020,2,Q2,5/2/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,54,162,349.92,Online,8748,7,2020,25,Q3,7/25/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,51,162,165.24,Outlet,8262,3,2020,8,Q1,3/8/2020
West Gear,West,California,San Francisco,Men's Apparel,51,161,492.66,Online,8211,11,2020,5,Q4,11/5/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,67,161,539.35,Online,10787,4,2020,22,Q2,4/22/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,43,160,344,Online,6880,1,2020,14,Q1,1/14/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,68,160,435.2,Online,10880,6,2020,13,Q2,6/13/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49,160,392,Online,7840,11,2020,22,Q4,11/22/2020
Sports Direct,South,Texas,Houston,Men's Apparel,28,160,134.4,Outlet,4480,7,2020,29,Q3,7/29/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,34,158,268.6,Online,5372,1,2020,8,Q1,1/8/2020
West Gear,West,California,San Francisco,Men's Apparel,47,158,445.56,Outlet,7426,12,2020,29,Q4,12/29/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27,158,170.64,Outlet,4266,1,2020,2,Q1,1/2/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,64,156,399.36,Online,9984,7,2020,13,Q3,7/13/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,57,155,441.75,Online,8835,3,2020,3,Q1,3/3/2020
West Gear,West,Washington,Seattle,Women's Apparel,95,155,441.75,Online,14725,7,2020,6,Q3,7/6/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,74,155,458.8,Online,11470,7,2020,10,Q3,7/10/2020
West Gear,West,Washington,Seattle,Men's Apparel,71,155,440.2,Online,11005,7,2020,11,Q3,7/11/2020
Sports Direct,South,Texas,Houston,Men's Apparel,35,155,162.75,Outlet,5425,8,2020,4,Q3,8/4/2020
Sports Direct,South,Texas,Houston,Men's Apparel,36,154,221.76,Online,5544,7,2020,23,Q3,7/23/2020
West Gear,West,California,San Francisco,Men's Apparel,59,152,627.76,Online,8968,12,2020,29,Q4,12/29/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,60,152,456,Online,9120,2,2020,15,Q1,2/15/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,54,152,246.24,Online,8208,5,2020,9,Q2,5/9/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,42,152,255.36,Outlet,6384,2,2020,16,Q1,2/16/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,50,152,456,Outlet,7600,2,2020,17,Q1,2/17/2020
West Gear,West,Colorado,Denver,Men's Apparel,60,150,4500,In-store,9000,3,2020,31,Q1,3/31/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,2025,In-store,6750,10,2020,21,Q4,10/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,150,1575,In-store,5250,10,2020,24,Q4,10/24/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,2025,In-store,6750,10,2020,27,Q4,10/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,150,2025,In-store,6750,11,2020,11,Q4,11/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,150,1837.5,Outlet,5250,11,2020,19,Q4,11/19/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,150,2250,Outlet,7500,11,2020,20,Q4,11/20/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,2025,Outlet,6750,12,2020,2,Q4,12/2/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,150,1125,Outlet,3750,12,2020,6,Q4,12/6/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,150,2100,Outlet,6000,12,2020,19,Q4,12/19/2020
Walmart,South,Texas,Houston,Men's Apparel,42,150,252,Online,6300,9,2020,15,Q3,9/15/2020
West Gear,West,California,San Francisco,Women's Athletic Footwear,47,150,282,Online,7050,11,2020,10,Q4,11/10/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,64,150,288,Online,9600,3,2020,4,Q1,3/4/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,74,150,333,Online,11100,3,2020,14,Q1,3/14/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,64,150,576,Online,9600,4,2020,16,Q2,4/16/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,52,150,468,Online,7800,5,2020,14,Q2,5/14/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,55,150,330,Online,8250,5,2020,15,Q2,5/15/2020
West Gear,West,Washington,Seattle,Women's Apparel,86,150,387,Online,12900,8,2020,5,Q3,8/5/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,47,150,423,Outlet,7050,2,2020,11,Q1,2/11/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,58,149,518.52,Online,8642,1,2020,26,Q1,1/26/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,58,149,345.68,Online,8642,7,2020,19,Q3,7/19/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,20,149,119.2,Outlet,2980,3,2020,15,Q1,3/15/2020
Walmart,South,Texas,Houston,Men's Apparel,42,147,246.96,Online,6174,8,2020,10,Q3,8/10/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,145,1740,Outlet,5800,12,2020,18,Q4,12/18/2020
West Gear,West,California,San Francisco,Men's Apparel,62,145,539.4,Online,8990,12,2020,23,Q4,12/23/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,78,145,339.3,Online,11310,2,2020,12,Q1,2/12/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,35,145,152.25,Outlet,5075,1,2020,9,Q1,1/9/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,47,145,340.75,Outlet,6815,2,2020,4,Q1,2/4/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,31,145,89.9,Outlet,4495,3,2020,16,Q1,3/16/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,59,144,424.8,Online,8496,4,2020,15,Q2,4/15/2020
West Gear,West,Washington,Seattle,Men's Apparel,77,144,332.64,Online,11088,7,2020,5,Q3,7/5/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,46,144,264.96,Outlet,6624,2,2020,21,Q1,2/21/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,58,143,414.7,Online,8294,1,2020,20,Q1,1/20/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,61,143,436.15,Online,8723,2,2020,9,Q1,2/9/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,61,143,436.15,Online,8723,4,2020,23,Q2,4/23/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,67,143,574.86,Online,9581,4,2020,28,Q2,4/28/2020
West Gear,West,California,San Francisco,Men's Apparel,50,140,420,Online,7000,11,2020,11,Q4,11/11/2020
West Gear,West,Colorado,Denver,Men's Apparel,74,140,725.2,Online,10360,4,2020,30,Q2,4/30/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,140,252,Outlet,5040,1,2020,4,Q1,1/4/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,31,140,173.6,Outlet,4340,1,2020,10,Q1,1/10/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,31,140,86.8,Outlet,4340,1,2020,13,Q1,1/13/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,54,140,226.8,Outlet,7560,1,2020,31,Q1,1/31/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,46,140,257.6,Outlet,6440,2,2020,10,Q1,2/10/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,54,140,151.2,Outlet,7560,2,2020,24,Q1,2/24/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,44,140,246.4,Outlet,6160,3,2020,5,Q1,3/5/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,68,138,656.88,Online,9384,2,2020,17,Q1,2/17/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,56,138,386.4,Online,7728,2,2020,25,Q1,2/25/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,36,138,198.72,Online,4968,6,2020,1,Q2,6/1/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,64,138,353.28,Online,8832,7,2020,20,Q3,7/20/2020
West Gear,West,Washington,Seattle,Women's Apparel,88,138,364.32,Online,12144,7,2020,30,Q3,7/30/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,73,138,402.96,Online,10074,8,2020,2,Q3,8/2/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,76,138,419.52,Online,10488,8,2020,3,Q3,8/3/2020
West Gear,West,Colorado,Denver,Women's Apparel,78,137,427.44,Online,10686,4,2020,25,Q2,4/25/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,51,137,349.35,Online,6987,5,2020,8,Q2,5/8/2020
West Gear,West,Colorado,Denver,Women's Apparel,75,137,308.25,Online,10275,5,2020,25,Q2,5/25/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,78,137,427.44,Online,10686,7,2020,4,Q3,7/4/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47,137,321.95,Online,6439,11,2020,28,Q4,11/28/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,49,136,333.2,Outlet,6664,3,2020,13,Q1,3/13/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,62,135,502.2,Online,8370,4,2020,17,Q2,4/17/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,63,135,425.25,Online,8505,4,2020,29,Q2,4/29/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,46,135,186.3,Online,6210,5,2020,28,Q2,5/28/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,63,135,340.2,Online,8505,7,2020,15,Q3,7/15/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,135,172.8,Online,4320,10,2020,23,Q4,10/23/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35,135,141.75,Outlet,4725,1,2020,3,Q1,1/3/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,68,133,271.32,Online,9044,3,2020,8,Q1,3/8/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,303.24,Online,7581,3,2020,12,Q1,3/12/2020
West Gear,West,Colorado,Denver,Women's Apparel,74,133,393.68,Online,9842,4,2020,13,Q2,4/13/2020
West Gear,West,Washington,Seattle,Men's Apparel,82,133,436.24,Online,10906,8,2020,4,Q3,8/4/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,49,132,323.4,Outlet,6468,1,2020,28,Q1,1/28/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,43,132,227.04,Outlet,5676,3,2020,6,Q1,3/6/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,78,131,408.72,Online,10218,1,2020,31,Q1,1/31/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,27,131,176.85,Online,3537,3,2020,21,Q1,3/21/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,55,131,360.25,Online,7205,4,2020,2,Q2,4/2/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,55,131,432.3,Online,7205,4,2020,8,Q2,4/8/2020
West Gear,West,Colorado,Denver,Men's Apparel,67,131,614.39,Online,8777,4,2020,24,Q2,4/24/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,48,131,251.52,Online,6288,5,2020,27,Q2,5/27/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,47,131,246.28,Online,6157,6,2020,2,Q2,6/2/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,33,131,216.15,Online,4323,10,2020,17,Q4,10/17/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,60,130,546,Online,7800,2,2020,11,Q1,2/11/2020
West Gear,West,Colorado,Denver,Women's Apparel,73,130,284.7,Online,9490,5,2020,19,Q2,5/19/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,41,128,157.44,Online,5248,1,2020,7,Q1,1/7/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,43,128,220.16,Online,5504,1,2020,9,Q1,1/9/2020
West Gear,West,Colorado,Denver,Women's Apparel,37,128,142.08,Online,4736,3,2020,20,Q1,3/20/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,51,128,326.4,Online,6528,5,2020,16,Q2,5/16/2020
Kohl's,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,128,220.16,Online,5504,12,2020,29,Q4,12/29/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,43,128,275.2,Outlet,5504,1,2020,16,Q1,1/16/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,55,128,211.2,Outlet,7040,2,2020,18,Q1,2/18/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,53,128,339.2,Outlet,6784,2,2020,23,Q1,2/23/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,26,128,133.12,Outlet,3328,3,2020,17,Q1,3/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,125,1500,In-store,5000,10,2020,30,Q4,10/30/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,125,1500,In-store,5000,11,2020,12,Q4,11/12/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,25,125,1093.75,Outlet,3125,12,2020,7,Q4,12/7/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,35,125,1312.5,Outlet,4375,12,2020,8,Q4,12/8/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,55,125,2062.5,Outlet,6875,12,2020,20,Q4,12/20/2020
Sports Direct,South,Texas,Houston,Men's Apparel,38,125,237.5,Online,4750,7,2020,29,Q3,7/29/2020
Sports Direct,South,Texas,Houston,Men's Apparel,41,125,205,Online,5125,8,2020,4,Q3,8/4/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,60,125,450,Online,7500,5,2020,22,Q2,5/22/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,63,125,315,Online,7875,5,2020,23,Q2,5/23/2020
West Gear,West,Washington,Seattle,Women's Apparel,46,125,172.5,Online,5750,5,2020,31,Q2,5/31/2020
West Gear,West,Washington,Seattle,Women's Apparel,75,125,281.25,Online,9375,6,2020,24,Q2,6/24/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,75,125,375,Online,9375,6,2020,28,Q2,6/28/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,64,124,396.8,Online,7936,2,2020,16,Q1,2/16/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,54,124,267.84,Online,6696,7,2020,27,Q3,7/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,124,310,Online,6200,12,2020,22,Q4,12/22/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,42,124,156.24,Outlet,5208,1,2020,15,Q1,1/15/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,39,124,145.08,Outlet,4836,1,2020,19,Q1,1/19/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,43,124,213.28,Outlet,5332,2,2020,22,Q1,2/22/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,28,123,172.2,Online,3444,3,2020,15,Q1,3/15/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,140.22,Online,4674,3,2020,16,Q1,3/16/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,38,123,233.7,Online,4674,3,2020,23,Q1,3/23/2020
West Gear,West,Washington,Seattle,Women's Apparel,46,123,169.74,Online,5658,6,2020,6,Q2,6/6/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,54,123,199.26,Outlet,6642,1,2020,25,Q1,1/25/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32,122,195.2,Online,3904,1,2020,2,Q1,1/2/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,47,122,229.36,Online,5734,6,2020,3,Q2,6/3/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,240,Online,6000,1,2020,15,Q1,1/15/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,61,120,366,Online,7320,1,2020,22,Q1,1/22/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,67,120,482.4,Online,8040,2,2020,23,Q1,2/23/2020
West Gear,West,Colorado,Denver,Men's Apparel,74,120,621.6,Online,8880,5,2020,6,Q2,5/6/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,74,120,355.2,Online,8880,6,2020,15,Q2,6/15/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,61,120,292.8,Online,7320,6,2020,21,Q2,6/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36,120,216,Online,4320,11,2020,4,Q4,11/4/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,47,120,282,Outlet,5640,1,2020,22,Q1,1/22/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,43,120,206.4,Outlet,5160,1,2020,27,Q1,1/27/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,53,120,127.2,Outlet,6360,3,2020,2,Q1,3/2/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,41,119,243.95,Online,4879,1,2020,10,Q1,1/10/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,59,119,351.05,Online,7021,3,2020,11,Q1,3/11/2020
Kohl's,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,228.48,Online,3808,12,2020,28,Q4,12/28/2020
Kohl's,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,292.74,Online,4879,12,2020,30,Q4,12/30/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,43,119,153.51,Outlet,5117,2,2020,28,Q1,2/28/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,46,119,273.7,Outlet,5474,3,2020,7,Q1,3/7/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,117,205.92,Online,5148,1,2020,3,Q1,1/3/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,117,239.85,Online,4797,1,2020,4,Q1,1/4/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,55,117,321.75,Online,6435,2,2020,10,Q1,2/10/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,57,117,333.45,Online,6669,2,2020,21,Q1,2/21/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,36,117,168.48,Online,4212,5,2020,26,Q2,5/26/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,69,117,322.92,Online,8073,7,2020,28,Q3,7/28/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,41,116,142.68,Online,4756,1,2020,13,Q1,1/13/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,63,116,438.48,Online,7308,1,2020,28,Q1,1/28/2020
West Gear,West,Colorado,Denver,Women's Apparel,37,116,128.76,Online,4292,3,2020,26,Q1,3/26/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,51,116,295.8,Online,5916,3,2020,29,Q1,3/29/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,60,116,348,Online,6960,5,2020,17,Q2,5/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39,116,226.2,Online,4524,10,2020,29,Q4,10/29/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48,116,278.4,Online,5568,11,2020,10,Q4,11/10/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,46,116,160.08,Outlet,5336,1,2020,21,Q1,1/21/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,39,115,224.25,Online,4485,3,2020,17,Q1,3/17/2020
West Gear,West,Colorado,Denver,Men's Apparel,68,115,547.4,Online,7820,5,2020,24,Q2,5/24/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,58,115,266.8,Online,6670,6,2020,8,Q2,6/8/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,60,115,276,Online,6900,6,2020,9,Q2,6/9/2020
West Gear,West,Washington,Seattle,Men's Apparel,85,115,391,Online,9775,7,2020,29,Q3,7/29/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,74,113,250.86,Online,8362,2,2020,24,Q1,2/24/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,61,113,344.65,Online,6893,4,2020,4,Q2,4/4/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,60,113,339,Online,6780,5,2020,4,Q2,5/4/2020
West Gear,West,Washington,Seattle,Women's Apparel,62,113,210.18,Online,7006,7,2020,18,Q3,7/18/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,56,113,253.12,Online,6328,7,2020,21,Q3,7/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43,113,242.95,Online,4859,12,2020,4,Q4,12/4/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,47,113,212.44,Outlet,5311,2,2020,27,Q1,2/27/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,259.84,Online,6496,2,2020,22,Q1,2/22/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,69,112,463.68,Online,7728,3,2020,13,Q1,3/13/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,48,112,161.28,Online,5376,3,2020,28,Q1,3/28/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,67,112,300.16,Online,7504,7,2020,16,Q3,7/16/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,58,111,321.9,Online,6438,2,2020,4,Q1,2/4/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,38,111,126.54,Online,4218,3,2020,22,Q1,3/22/2020
West Gear,West,Washington,Seattle,Men's Apparel,72,111,319.68,Online,7992,7,2020,17,Q3,7/17/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,54,109,294.3,Online,5886,2,2020,27,Q1,2/27/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,78,108,252.72,Online,8424,2,2020,18,Q1,2/18/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,241.92,Online,6048,3,2020,6,Q1,3/6/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,60,108,259.2,Online,6480,6,2020,20,Q2,6/20/2020
West Gear,West,Washington,Seattle,Women's Apparel,76,108,246.24,Online,8208,7,2020,12,Q3,7/12/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,48,107,256.8,Outlet,5136,3,2020,1,Q1,3/1/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,55,106,291.5,Online,5830,3,2020,5,Q1,3/5/2020
West Gear,West,Colorado,Denver,Women's Apparel,65,106,206.7,Online,6890,5,2020,7,Q2,5/7/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44,106,233.2,Online,4664,11,2020,16,Q4,11/16/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,226.8,Online,5670,2,2020,28,Q1,2/28/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,60,105,315,Online,6300,4,2020,9,Q2,4/9/2020
West Gear,West,Colorado,Denver,Women's Apparel,65,105,204.75,Online,6825,5,2020,13,Q2,5/13/2020
West Gear,West,Colorado,Denver,Men's Apparel,68,105,499.8,Online,7140,5,2020,18,Q2,5/18/2020
West Gear,West,Washington,Seattle,Women's Apparel,62,105,195.3,Online,6510,6,2020,12,Q2,6/12/2020
West Gear,West,Washington,Seattle,Men's Apparel,82,105,344.4,Online,8610,6,2020,29,Q2,6/29/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,47,105,246.75,Outlet,4935,1,2020,29,Q1,1/29/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,47,105,345.45,Outlet,4935,2,2020,5,Q1,2/5/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,52,104,270.4,Online,5408,1,2020,16,Q1,1/16/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,249.6,Online,6240,1,2020,27,Q1,1/27/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,62,102,252.96,Online,6324,1,2020,21,Q1,1/21/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,51,102,260.1,Online,5202,5,2020,10,Q2,5/10/2020
West Gear,West,Washington,Seattle,Women's Apparel,71,101,286.84,Online,7171,7,2020,24,Q3,7/24/2020
Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,30,100,1050,In-store,3000,10,2020,20,Q4,10/20/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,100,1200,In-store,4000,11,2020,5,Q4,11/5/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,100,900,In-store,3000,11,2020,6,Q4,11/6/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,100,1050,Outlet,3500,12,2020,12,Q4,12/12/2020
West Gear,West,Colorado,Denver,Women's Apparel,74,100,296,Online,7400,5,2020,1,Q2,5/1/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,59,100,295,Online,5900,5,2020,5,Q2,5/5/2020
West Gear,West,Colorado,Denver,Women's Apparel,72,98,141.12,Online,7056,4,2020,7,Q2,4/7/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,59,98,346.92,Online,5782,4,2020,10,Q2,4/10/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,58,98,227.36,Online,5684,7,2020,22,Q3,7/22/2020
